element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,4,"=""63.7992""","=""0.0002""","=""63.79915""","=""0.00020""","=""0.0000""","=""156741.8""","=""40""","=""""",,"=""2.61490""","=""22.04842""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s.3p4""","=""2S""","=""1/2""",,"=""""","=""L11588""",
Ar,7,"=""63.988""","=""0.001""","=""63.9869""","=""0.0015""","=""0.0011""","=""156279.""","=""3""","=""""",,"=""63.2652""","=""82.64167""","=""3p.3d""","=""1F*""","=""3""","=""3d2""","=""1D""","=""2""",,"=""""","=""L11915""",
Ar,7,"=""64.083""","=""0.006""","=""64.083""","=""0.003""","="" 0.000""","=""156048.""","=""80bl""","=""""",,"=""88.6232""","=""107.9705""","=""3s.5s""","=""1S""","=""0""","=""3p.5s""","=""1P*""","=""1""",,"=""""","=""L12090""",
Ar,7,"=""64.1318""","=""0.0010""","=""64.1311""","=""0.0018""","=""0.0007""","=""155929.""","=""2""","=""6.6e+09""",C,"=""14.12248""","=""33.4554""","=""3s.3p""","=""3P*""","=""1""","=""3p2""","=""3P""","=""0""",,"=""T1002LS""","=""L3311""",
Ar,3,"=""64.13658""","=""0.00010""","=""64.136424""","=""0.000010""","=""0.00016""","=""155917.3""","=""250""","=""""",,"=""0.1378915""","=""19.4692154""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(4S*).3d""","=""3D*""","=""1""",,"=""""","=""L8114""",
Ar,3,"=""64.18072""","=""0.00010""","=""64.180574""","=""0.000009""","=""0.00015""","=""155810.0""","=""600""","=""""",,"=""0.1378915""","=""19.4559174""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(4S*).3d""","=""3D*""","=""2""",,"=""""","=""L8114""",
Ar,10,"=""64.198""","=""0.004""","=""64.197""","=""0.005""","=""0.001""","=""155768.""","=""170""","=""""",,"=""288.7370""","=""308.0500""","=""2s2.2p4.(1D).3s""","=""2D""","=""5/2""","=""2s2.2p4.(1D).3p""","=""2D*""","=""5/2""",,"=""""","=""L11349""",
Ar,7,"=""64.208""","=""0.003""","=""64.207""","=""0.003""","=""0.001""","=""155744.""","=""60""","=""""",,"=""70.0173""","=""89.3275""","=""3s.4p""","=""3P*""","=""2""","=""3p.4p""","=""1D""","=""2""",,"=""""","=""L12090""",
Ar,9,"=""64.2510""","=""0.0005""","=""64.2510""","=""0.0005""","="" 0.0000""","=""155639.6""","=""150""","=""""",,"=""251.26336""","=""270.56020""","=""2s2.2p5.3s""","=""3P*""","=""2""","=""2s2.2p5.3p""","=""3P""","=""2""",,"=""""","=""L11815""",
Ar,3,"=""64.32572""","=""0.00010""","=""64.325401""","=""0.000010""","=""0.00032""","=""155458.8""","=""450""","=""""",,"=""0.1946837""","=""19.4692154""","=""3s2.3p4""","=""3P""","=""0""","=""3s2.3p3.(4S*).3d""","=""3D*""","=""1""",,"=""""","=""L8114""",
Ar,7,"=""64.4388""","=""0.0010""","=""64.4384""","=""0.0011""","=""0.0004""","=""155186.""","=""2""","=""2.70e+09""",C,"=""14.33133""","=""33.57207""","=""3s.3p""","=""3P*""","=""2""","=""3p2""","=""3P""","=""1""",,"=""T1002LS""","=""L3311""",
Ar,12,"=""64.9093""","=""0.0020""","=""64.9094""","=""0.0021""","=""-0.0001""","=""154061.""","=""""","=""""",,"=""0.00000""","=""19.1011""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""3/2""",M1,"=""""","=""L11779""",
Ar,5,"=""65.095""","=""0.001""","=""65.0938""","=""0.0003""","=""0.0012""","=""153622.""","=""2""","=""""",,"=""4.70054""","=""23.74754""","=""3s2.3p2""","=""1S""","=""0""","=""3s.3p3""","=""3S*""","=""1""",,"=""""","=""L11501""",
Ar,10,"=""65.164""","=""0.004""","=""65.164""","=""0.006""","=""0.000""","=""153459.""","=""110""","=""""",,"=""288.7738""","=""307.8003""","=""2s2.2p4.(1D).3s""","=""2D""","=""3/2""","=""2s2.2p4.(1D).3p""","=""2D*""","=""3/2""",,"=""""","=""L11349""",
Ar,5,"=""65.168""","=""0.001""","=""65.16859""","=""0.00017""","=""-0.0006""","=""153450.""","=""3""","=""""",,"=""0.0946292""","=""19.11978""","=""3s2.3p2""","=""3P""","=""1""","=""3s.3p3""","=""1D*""","=""2""",,"=""""","=""L11501""",
Ar,7,"=""65.229""","=""0.003""","=""65.231""","=""0.003""","=""-0.002""","=""153306.""","=""80""","=""""",,"=""88.7413""","=""107.7483""","=""3s.5s""","=""3S""","=""1""","=""3p.5s""","=""3P*""","=""2""",,"=""""","=""L12090""",
Ar,7,"=""65.604""","=""0.003""","=""65.604""","=""0.003""","="" 0.000""","=""152430.""","=""60""","=""""",,"=""88.6232""","=""107.5219""","=""3s.5s""","=""1S""","=""0""","=""3p.5s""","=""3P*""","=""1""",,"=""""","=""L12090""",
Ar,4,"=""65.634""","=""0.001""","=""65.6318""","=""0.0003""","=""0.0022""","=""152360.""","=""3""","=""""",,"=""4.343464""","=""23.23433""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""4D""","=""3/2""",,"=""""","=""L11418""",
Ar,7,"=""65.658""","=""0.001""","=""65.6579""","=""0.0014""","=""0.0001""","=""152304.""","=""3""","=""""",,"=""64.11290""","=""82.9963""","=""3p.3d""","=""1P*""","=""1""","=""3d2""","=""3P""","=""2""",,"=""""","=""L11915""",
Ar,13,"=""65.6672""","=""0.0010""","=""65.6674""","=""0.0009""","=""-0.0002""","=""152283.""","=""""","=""3.03e+03""",C,"=""1.22167""","=""20.10230""","=""2s2.2p2""","=""3P""","=""1""","=""2s2.2p2""","=""1S""","=""0""",M1,"=""T1073""","=""L11779""",
Ar,7,"=""65.677""","=""0.001""","=""65.6769""","=""0.0011""","=""0.0001""","=""152260.""","=""6""","=""""",,"=""64.11290""","=""82.99081""","=""3p.3d""","=""1P*""","=""1""","=""3d2""","=""3P""","=""1""",,"=""""","=""L11915""",
Ar,7,"=""65.712""","=""0.001""","=""65.7118""","=""0.0014""","=""0.0002""","=""152179.""","=""6""","=""""",,"=""64.11290""","=""82.9808""","=""3p.3d""","=""1P*""","=""1""","=""3d2""","=""3P""","=""0""",,"=""""","=""L11915""",
Ar,7,"=""65.954""","=""0.001""","=""65.9540""","=""0.0015""","="" 0.0000""","=""151621.""","=""40""","=""""",,"=""40.18839""","=""58.9870""","=""3s.3d""","=""3D""","=""2""","=""3p.3d""","=""3D*""","=""3""",,"=""""","=""L7294""",
Ar,9,"=""65.9808""","=""0.0010""","=""65.9806""","=""0.0008""","=""0.0002""","=""151559.""","=""320bl""","=""""",,"=""253.49104""","=""272.28203""","=""2s2.2p5.3s""","=""3P*""","=""0""","=""2s2.2p5.3p""","=""3P""","=""1""",,"=""""","=""L11815""",
Ar,7,"=""65.983""","=""0.001""","=""65.9818""","=""0.0018""","=""0.0012""","=""151554.""","=""60""","=""""",,"=""40.1963""","=""58.9870""","=""3s.3d""","=""3D""","=""3""","=""3p.3d""","=""3D*""","=""3""",,"=""""","=""L7294""",
Ar,7,"=""66.013""","=""0.001""","=""66.0149""","=""0.0018""","=""-0.0019""","=""151485.""","=""40*""","=""""",,"=""40.1838""","=""58.9650""","=""3s.3d""","=""3D""","=""1""","=""3p.3d""","=""3D*""","=""2""",,"=""""","=""L7294""",
Ar,7,"=""66.013""","=""0.001""","=""66.017""","=""0.003""","=""-0.004""","=""151485.""","=""40*""","=""""",,"=""88.7413""","=""107.5219""","=""3s.5s""","=""3S""","=""1""","=""3p.5s""","=""3P*""","=""1""",,"=""""","=""L7294""",
Ar,7,"=""66.031""","=""0.001""","=""66.0311""","=""0.0015""","=""-0.0001""","=""151444.""","=""60""","=""""",,"=""40.18839""","=""58.9650""","=""3s.3d""","=""3D""","=""2""","=""3p.3d""","=""3D*""","=""2""",,"=""""","=""L7294""",
Ar,7,"=""66.061""","=""0.001""","=""66.0589""","=""0.0019""","=""0.0021""","=""151375.""","=""40""","=""""",,"=""40.1963""","=""58.9650""","=""3s.3d""","=""3D""","=""3""","=""3p.3d""","=""3D*""","=""2""",,"=""""","=""L7294""",
Ar,7,"=""66.082""","=""0.003""","=""66.081""","=""0.003""","=""0.001""","=""151327.""","=""40""","=""""",,"=""69.9789""","=""88.7413""","=""3s.4p""","=""3P*""","=""1""","=""3s.5s""","=""3S""","=""1""",,"=""""","=""L12090""",
Ar,17,"=""""","=""""","=""66.1558""","=""0.0025""","=""""","=""151158""","=""""","=""""",,"=""(3104.14854)""","=""(3122.88978)""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""0""",,"=""""","=""""",
Ar,7,"=""66.176""","=""0.003""","=""66.1756""","=""0.0016""","=""0.000""","=""151112.""","=""60""","=""""",,"=""40.1838""","=""58.91940""","=""3s.3d""","=""3D""","=""1""","=""3p.3d""","=""3D*""","=""1""",,"=""""","=""L12090""",
Ar,2,"=""66.1869""","=""0.0003""","=""66.1868943""","=""0.0000004""","=""0.0000""","=""151087.3""","=""5""","=""""",,"=""0.00000000""","=""18.732439371""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""",,"=""""","=""L16202""",
Ar,7,"=""66.190""","=""0.001""","=""66.1919""","=""0.0012""","=""-0.0019""","=""151080.""","=""40""","=""""",,"=""40.18839""","=""58.91940""","=""3s.3d""","=""3D""","=""2""","=""3p.3d""","=""3D*""","=""1""",,"=""""","=""L7294""",
Ar,9,"=""66.200""","=""0.004""","=""66.21""","=""0.03""","=""-0.01""","=""151057.""","=""220""","=""""",,"=""327.286""","=""346.014""","=""2s.2p6.3s""","=""1S""","=""0""","=""2s.2p6.3p""","=""1P*""","=""1""",,"=""""","=""L6734""",
Ar,7,"=""66.219""","=""0.003""","=""66.217""","=""0.003""","=""0.002""","=""151014.""","=""80""","=""""",,"=""70.0173""","=""88.7413""","=""3s.4p""","=""3P*""","=""2""","=""3s.5s""","=""3S""","=""1""",,"=""""","=""L12090""",
Ar,7,"=""66.28""","=""0.02""","=""66.2939""","=""0.0016""","=""-0.014""","=""150880""","=""35""","=""""",,"=""14.12248""","=""32.8247""","=""3s.3p""","=""3P*""","=""1""","=""3p2""","=""1D""","=""2""",,"=""""","=""L10580""",
Ar,2,"=""66.4563""","=""0.0003""","=""66.4562262""","=""0.0000004""","=""0.0001""","=""150474.8""","=""4""","=""""",,"=""0.00000000""","=""18.656521057""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,7,"=""66.504""","=""0.003""","=""66.504""","=""0.003""","="" 0.000""","=""150367.""","=""80""","=""""",,"=""89.3275""","=""107.9705""","=""3p.4p""","=""1D""","=""2""","=""3p.5s""","=""1P*""","=""1""",,"=""""","=""L12090""",
Ar,9,"=""66.601""","=""0.004""","=""66.5952""","=""0.0007""","=""0.006""","=""150148.""","=""70""","=""""",,"=""251.26336""","=""269.88094""","=""2s2.2p5.3s""","=""3P*""","=""2""","=""2s2.2p5.3p""","=""3D""","=""1""",,"=""""","=""L6734""",
Ar,2,"=""66.6010""","=""0.0003""","=""66.6010859""","=""0.0000004""","=""-0.0001""","=""150147.9""","=""6""","=""""",,"=""0.00000000""","=""18.615942491""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).3d""","=""2F""","=""5/2""",,"=""""","=""L16202""",
Ar,4,"=""66.719""","=""0.001""","=""66.71960""","=""0.00019""","=""-0.0006""","=""149882.""","=""1""","=""""",,"=""18.09192""","=""36.67480""","=""3s.3p4""","=""2D""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L11418""",
Ar,4,"=""66.756""","=""0.001""","=""66.75443""","=""0.00019""","=""0.0016""","=""149799.""","=""8""","=""""",,"=""18.10162""","=""36.67480""","=""3s.3p4""","=""2D""","=""5/2""","=""3s2.3p2.(3P).4p""","=""2P*""","=""3/2""",,"=""""","=""L11418""",
Ar,4,"=""66.779""","=""0.001""","=""66.77841""","=""0.00022""","=""0.0006""","=""149748.""","=""6""","=""""",,"=""18.09192""","=""36.65843""","=""3s.3p4""","=""2D""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2P*""","=""1/2""",,"=""""","=""L11418""",
Ar,7,"=""66.799""","=""0.001""","=""66.7976""","=""0.0022""","=""0.0014""","=""149703.""","=""40""","=""""",,"=""40.1838""","=""58.7450""","=""3s.3d""","=""3D""","=""1""","=""3p.3d""","=""3P*""","=""0""",,"=""""","=""L7294""",
Ar,7,"=""66.914""","=""0.001""","=""66.9144""","=""0.0011""","=""-0.0004""","=""149446.""","=""6""","=""""",,"=""64.11290""","=""82.64167""","=""3p.3d""","=""1P*""","=""1""","=""3d2""","=""1D""","=""2""",,"=""""","=""L11915""",
Ar,12,"=""67.0302""","=""0.0010""","=""67.0304""","=""0.0009""","=""-0.0002""","=""149186.""","=""""","=""""",,"=""0.00000""","=""18.49671""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s2.2p3""","=""2P*""","=""1/2""",M1,"=""""","=""L11779""",
Ar,9,"=""67.0847""","=""0.0005""","=""67.0846""","=""0.0005""","=""0.0001""","=""149065.3""","=""65""","=""""",,"=""252.07844""","=""270.56020""","=""2s2.2p5.3s""","=""3P*""","=""1""","=""2s2.2p5.3p""","=""3P""","=""2""",,"=""""","=""L11815""",
Ar,2,"=""67.0948""","=""0.0003""","=""67.0945477""","=""0.0000004""","=""0.0003""","=""149042.8""","=""5""","=""""",,"=""0.17749368""","=""18.656521057""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,2,"=""67.1852""","=""0.0003""","=""67.1851265""","=""0.0000004""","=""0.0001""","=""148842.3""","=""6""","=""""",,"=""0.00000000""","=""18.454114013""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4s""","=""2D""","=""5/2""",,"=""""","=""L16202""",
Ar,7,"=""67.233""","=""0.001""","=""67.2342""","=""0.0012""","=""-0.0012""","=""148736.""","=""40""","=""""",,"=""40.18839""","=""58.62903""","=""3s.3d""","=""3D""","=""2""","=""3p.3d""","=""3P*""","=""1""",,"=""""","=""L7294""",
Ar,2,"=""67.2856""","=""0.0003""","=""67.2856310""","=""0.0000004""","="" 0.0000""","=""148620.2""","=""2""","=""""",,"=""0.00000000""","=""18.426549103""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,8,"=""67.3""","=""0.1""","=""67.375""","=""0.008""","=""-0.08""","=""148600""","=""*""","=""""",,"=""88.8783""","=""107.2803""","=""2p6.4f""","=""2F*""","=""5/2""","=""2p6.5d""","=""2D""","=""3/2""",,"=""""","=""L16093""",
Ar,8,"=""67.3""","=""0.1""","=""67.384""","=""0.008""","=""-0.08""","=""148600""","=""*""","=""""",,"=""88.8812""","=""107.2808""","=""2p6.4f""","=""2F*""","=""7/2""","=""2p6.5d""","=""2D""","=""5/2""",,"=""""","=""L16093""",
Ar,7,"=""67.501""","=""0.002""","=""67.5033""","=""0.0020""","=""-0.002""","=""148146.""","=""40q""","=""""",,"=""40.18839""","=""58.5555""","=""3s.3d""","=""3D""","=""2""","=""3p.3d""","=""3P*""","=""2""",,"=""""","=""L7294""",
Ar,2,"=""67.6241""","=""0.0003""","=""67.6242496""","=""0.0000004""","=""-0.0001""","=""147876.3""","=""6""","=""""",,"=""0.00000000""","=""18.33428084""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).3d""","=""4P""","=""5/2""",,"=""""","=""L16202""",
Ar,10,"=""67.775""","=""0.004""","=""67.775""","=""0.005""","="" 0.000""","=""147547.""","=""610""","=""""",,"=""278.8882""","=""297.1816""","=""2s2.2p4.(3P).3s""","=""4P""","=""5/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""7/2""",,"=""""","=""L11349""",
Ar,7,"=""67.79""","=""0.02""","=""67.809""","=""0.003""","=""-0.019""","=""147510""","=""185""","=""""",,"=""69.9789""","=""88.2631""","=""3s.4p""","=""3P*""","=""1""","=""3p.4p""","=""3P""","=""2""",,"=""""","=""L10580""",
Ar,2,"=""67.7951""","=""0.0003""","=""67.7951792""","=""0.0000004""","=""-0.0001""","=""147503.3""","=""5""","=""""",,"=""0.00000000""","=""18.28805528""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).3d""","=""4P""","=""3/2""",,"=""""","=""L16202""",
Ar,2,"=""67.9221""","=""0.0003""","=""67.9218387""","=""0.0000005""","=""0.0003""","=""147227.5""","=""3""","=""""",,"=""0.00000000""","=""18.25395203""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).3d""","=""4P""","=""1/2""",,"=""""","=""L16202""",
Ar,2,"=""67.9400""","=""0.0003""","=""67.9400635""","=""0.0000004""","=""-0.0001""","=""147188.7""","=""6""","=""""",,"=""0.17749368""","=""18.426549103""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""",,"=""""","=""L16202""",
Ar,6,"=""67.94""","=""0.02""","=""67.9486""","=""0.0016""","=""-0.009""","=""147190""","=""770""","=""""",,"=""21.05300""","=""39.2998""","=""3s.3p2""","=""2S""","=""1/2""","=""3s.3p.(3P*).3d""","=""4P*""","=""3/2""",,"=""""","=""L10580""",
Ar,7,"=""67.953""","=""0.003""","=""67.952""","=""0.003""","=""0.001""","=""147161.""","=""100""","=""""",,"=""70.0173""","=""88.2631""","=""3s.4p""","=""3P*""","=""2""","=""3p.4p""","=""3P""","=""2""",,"=""""","=""L12090""",
Ar,9,"=""67.960""","=""0.050""","=""67.933""","=""0.023""","=""0.027""","=""147150""","=""""","=""""",,"=""327.286""","=""345.5374""","=""2s.2p6.3s""","=""1S""","=""0""","=""2s.2p6.3p""","=""3P*""","=""1""",,"=""""","=""L4399""",
Ar,7,"=""68.114""","=""0.001""","=""68.1146""","=""0.0011""","=""-0.0006""","=""146813.""","=""40""","=""""",,"=""45.91060""","=""64.11290""","=""3s.3d""","=""1D""","=""2""","=""3p.3d""","=""1P*""","=""1""",,"=""""","=""L7294""",
Ar,4,"=""68.3277""","=""0.0002""","=""68.32748""","=""0.00020""","=""0.0002""","=""146353.5""","=""400""","=""""",,"=""2.61490""","=""20.76048""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""2P""","=""1/2""",,"=""""","=""L11588""",
Ar,7,"=""68.49""","=""0.01""","=""68.495""","=""0.004""","=""-0.005""","=""146010""","=""""","=""""",,"=""21.16683""","=""39.2679""","=""3s.3p""","=""1P*""","=""1""","=""3p2""","=""1S""","=""0""",,"=""""","=""L11429""",
Ar,9,"=""68.4925""","=""0.0010""","=""68.4922""","=""0.0012""","=""0.0003""","=""146001.""","=""400bl""","=""""",,"=""280.83653""","=""298.93847""","=""2s2.2p5.3p""","=""1S""","=""0""","=""2s2.2p5.3d""","=""1P*""","=""1""",,"=""""","=""L11815""",
Ar,4,"=""68.4935""","=""0.0002""","=""68.49343""","=""0.00020""","=""0.0001""","=""145999.3""","=""30*""","=""""",,"=""0.00000""","=""18.10162""","=""3s2.3p3""","=""4S*""","=""3/2""","=""3s.3p4""","=""2D""","=""5/2""",,"=""""","=""L11588""",
Ar,4,"=""68.4935""","=""0.0002""","=""68.49343""","=""0.00021""","=""0.0001""","=""145999.3""","=""30*""","=""""",,"=""4.343464""","=""22.44508""","=""3s2.3p3""","=""2P*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""4F""","=""5/2""",,"=""""","=""L11588""",
Ar,2,"=""68.6489""","=""0.0003""","=""68.6488404""","=""0.0000004""","=""0.0001""","=""145668.8""","=""2""","=""""",,"=""0.00000000""","=""18.06063988""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,6,"=""68.784""","=""0.001""","=""68.7838""","=""0.0010""","=""0.0002""","=""145383.""","=""6""","=""""",,"=""22.76068""","=""40.78589""","=""3s.3p2""","=""2P""","=""3/2""","=""3s.3p.(3P*).3d""","=""2D*""","=""5/2""",,"=""""","=""L11052""",
Ar,4,"=""68.8393""","=""0.0002""","=""68.83933""","=""0.00020""","="" 0.0000""","=""145265.9""","=""300""","=""""",,"=""2.61490""","=""20.62556""","=""3s2.3p3""","=""2D*""","=""3/2""","=""3s2.3p2.(3P).3d""","=""2P""","=""3/2""",,"=""""","=""L11588""",
Ar,4,"=""68.9008""","=""0.0002""","=""68.90061""","=""0.00020""","=""0.0002""","=""145136.2""","=""500""","=""""",,"=""2.63092""","=""20.62556""","=""3s2.3p3""","=""2D*""","=""5/2""","=""3s2.3p2.(3P).3d""","=""2P""","=""3/2""",,"=""""","=""L11588""",
Ar,3,"=""69.0179""","=""0.0002""","=""69.017552""","=""0.000012""","=""0.00035""","=""144889.9""","=""400""","=""""",,"=""0.0000000""","=""17.9641548""","=""3s2.3p4""","=""3P""","=""2""","=""3s2.3p3.(4S*).3d""","=""5D*""","=""2""",,"=""""","=""L11588""",
Ar,12,"=""69.1""","=""0.1""","=""69.1""","=""1.1""","="" 0.0""","=""144700""","=""0.07""","=""""",,"=""355.46""","=""373.40""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""3/2""",,"=""""","=""L16105""",
Ar,2,"=""69.1038""","=""0.0003""","=""69.1037334""","=""0.0000004""","=""0.0001""","=""144709.8""","=""1""","=""""",,"=""0.00000000""","=""17.94175110""","=""3s2.3p5""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).3d""","=""2P""","=""1/2""",,"=""""","=""L16202""",
Ar,9,"=""69.1273""","=""0.0005""","=""69.1269""","=""0.0010""","=""0.0004""","=""144660.6""","=""60""","=""""",,"=""253.49104""","=""271.42678""","=""2s2.2p5.3s""","=""3P*""","=""0""","=""2s2.2p5.3p""","=""1P""","=""1""",,"=""""","=""L11815""",
Ar,5,"=""69.229""","=""0.002""","=""69.2299""","=""0.0015""","=""-0.0009""","=""144448.""","=""4""","=""""",,"=""15.08004""","=""32.9891""","=""3s.3p3""","=""3D*""","=""1""","=""3p4""","=""3P""","=""0""",,"=""""","=""L11601""",
Ar,9,"=""69.2770""","=""0.0005""","=""69.2780""","=""0.0007""","=""-0.0010""","=""144348.1""","=""75""","=""""",,"=""251.26336""","=""269.15999""","=""2s2.2p5.3s""","=""3P*""","=""2""","=""2s2.2p5.3p""","=""3D""","=""2""",,"=""""","=""L11815""",
Ar,4,"=""69.285""","=""0.001""","=""69.28552""","=""0.00020""","=""-0.0005""","=""144331.""","=""3""","=""""",,"=""18.09192""","=""35.98660""","=""3s.3p4""","=""2D""","=""3/2""","=""3s2.3p2.(3P).4p""","=""2D*""","=""3/2""",,"=""""","=""L11418""",
Ar,9,"=""69.2919""","=""0.0005""","=""69.2914""","=""0.0007""","=""0.0005""","=""144317.0""","=""60""","=""""",,"=""254.38887""","=""272.28203""","=""2s2.2p5.3s""","=""1P*""","=""1""","=""2s2.2p5.3p""","=""3P""","=""1""",,"=""""","=""L11815""",
Ar,7,"=""69.294""","=""0.006""","=""69.296""","=""0.004""","=""-0.002""","=""144313.""","=""80bl""","=""""",,"=""69.9122""","=""87.8042""","=""3s.4p""","=""3P*""","=""0""","=""3p.4p""","=""3S""","=""1""",,"=""""","=""L12090""",
Ar,2,"=""69.3301""","=""0.0003""","=""69.3301934""","=""0.0000004""","=""-0.0001""","=""144237.5""","=""2""","=""""",,"=""0.17749368""","=""18.06063988""","=""3s2.3p5""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).3d""","=""2P""","=""3/2""",,"=""""","=""L16202""",
Ar,10,"=""69.378""","=""0.004""","=""69.378""","=""0.007""","=""0.000""","=""144138.""","=""50""","=""""",,"=""280.9673""","=""298.8381""","=""2s2.2p4.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""",,"=""""","=""L11349""",
Ar,3,"=""69.4336""","=""0.0002""","=""69.43365""","=""0.00004""","=""-0.00005""","=""144022.5""","=""250""","=""""",,"=""0.0000000""","=""17.856499""","=""3s2.3p4""","=""3P""","=""2""","=""3s.3p5""","=""1P*""","=""1""",,"=""""","=""L11588""",
Ar,5,"=""69.465""","=""0.002""","=""69.4643""","=""0.0007""","=""0.0007""","=""143957.""","=""3""","=""""",,"=""15.08004""","=""32.92867""","=""3s.3p3""","=""3D*""","=""1""","=""3p4""","=""3P""","=""1""",,"=""""","=""L11601""",
Ar,5,"=""69.485""","=""0.002""","=""69.4866""","=""0.0006""","=""-0.0016""","=""143916.""","=""4q""","=""""",,"=""15.08578""","=""32.92867""","=""3s.3p3""","=""3D*""","=""2""","=""3p4""","=""3P""","=""1""",,"=""""","=""L11601""",
Ar,3,"=""69.55390""","=""0.00010""","=""69.553948""","=""0.000017""","=""-0.00005""","=""143773.4""","=""300""","=""""",,"=""0.1378915""","=""17.963508""","=""3s2.3p4""","=""3P""","=""1""","=""3s2.3p3.(4S*).3d""","=""5D*""","=""1""",,"=""""","=""L8114""",
Ar,12,"=""69.6""","=""0.1""","=""69.6""","=""1.1""","=""0.0""","=""143700""","=""0.06""","=""""",,"=""355.46""","=""373.28""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s2.2p2.(3P).3p""","=""4P*""","=""1/2""",,"=""""","=""L16105""",
Ar,9,"=""69.6447""","=""0.0005""","=""69.6442""","=""0.0008""","=""0.0005""","=""143585.9""","=""100""","=""""",,"=""252.07844""","=""269.88094""","=""2s2.2p5.3s""","=""3P*""","=""1""","=""2s2.2p5.3p""","=""3D""","=""1""",,"=""""","=""L11815""",
