element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,obs-ritz,wn(cm-1),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,1,"=""""","=""""","=""493.7720""","=""""","=""""","=""20246.61""","=""""","=""3.6e+04""",E,"=""13.07571571""","=""15.585975""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""494.29210""","=""0.00006""","=""494.29215""","=""0.00003""","=""-0.00005""","=""20225.308""","=""19""","=""""",,"=""19.801086565""","=""22.30870487""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""494.93999""","=""0.00015""","=""494.939807""","=""0.000020""","=""0.00018""","=""20198.832""","=""6""","=""""",,"=""19.762261075""","=""22.26659804""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""495.2924""","=""0.0008""","=""495.292311""","=""0.000010""","=""0.0001""","=""20184.46""","=""2""","=""6.e+05""",D,"=""17.140027439""","=""19.64258207""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""",,"=""T926""","=""L14821""",
Ar,2,"=""495.51096""","=""0.00017""","=""495.51112""","=""0.00005""","=""-0.00016""","=""20175.558""","=""8""","=""""",,"=""21.67504277""","=""24.17649235""","=""3s2.3p4.(1D).3d""","=""2P""","=""1/2""","=""3s2.3p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""495.6750""","=""""","=""""","=""20168.88""","=""""","=""1.8e+05""",E,"=""13.07571571""","=""15.576338""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,2,"=""495.9478""","=""0.0008""","=""495.948667""","=""0.000020""","=""-0.0009""","=""20157.79""","=""1""","=""""",,"=""23.438088809""","=""25.93733151""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4P""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""496.50794""","=""0.00001""","=""496.507942""","=""0.000008""","=""-0.000002""","=""20135.0463""","=""891""","=""3.94e+07""",A,"=""17.265833524""","=""19.762261075""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""497.21599""","=""0.00001""","=""497.215984""","=""0.000010""","=""0.000006""","=""20106.3738""","=""100""","=""9.7e+06""",B+,"=""16.81247225""","=""19.30534490""","=""3s2.3p4.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""498.0025""","=""0.0008""","=""498.003313""","=""0.000010""","=""-0.0008""","=""20074.62""","=""0.5""","=""""",,"=""23.070289982""","=""25.55922152""","=""3s2.3p4.(3P).4d""","=""4F""","=""5/2""","=""3s2.3p4.(3P<1>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""498.9943""","=""""","=""""","=""20034.72""","=""""","=""1.1e+05""",E,"=""13.09487256""","=""15.578861""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,2,"=""499.072""","=""0.002""","=""499.073652""","=""0.000008""","=""-0.0017""","=""20031.60""","=""0.5?""","=""""",,"=""22.592663597""","=""25.076257320""","=""3s2.3p4.(3P).5s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).6p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,3,"=""499.2617""","=""0.0020""","=""499.2617""","=""0.0020""","=""0.0000""","=""20023.99""","=""10""","=""""",,"=""27.813882""","=""30.29654080""","=""3s2.3p3.(2D*).3d""","=""1F*""","=""3""","=""3s2.3p3.(2P*).4p""","=""1D""","=""2""",,"=""""","=""L9366""",
Ar,2,"=""499.345""","=""0.002""","=""499.345575""","=""0.000015""","=""-0.0006""","=""20020.65""","=""0.5""","=""""",,"=""22.82463962""","=""25.30688090""","=""3s2.3p4.(1D).3d""","=""2S""","=""1/2""","=""3s2.3p4.(1D).5p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""499.3746""","=""0.0008""","=""499.37552""","=""0.00004""","=""-0.0009""","=""20019.46""","=""2""","=""""",,"=""23.570177223""","=""26.05226965""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""499.6782""","=""0.0008""","=""499.679301""","=""0.000018""","=""-0.0011""","=""20007.30""","=""2""","=""""",,"=""22.94864813""","=""25.42923159""","=""3s2.3p4.(3P).4d""","=""4F""","=""9/2""","=""3s2.3p4.(3P<2>).5f""","=""2[5]*""","=""11/2""",,"=""""","=""L14821""",
Ar,2,"=""500.93342""","=""0.00001""","=""500.933420""","=""0.000006""","=""0.000000""","=""19957.1661""","=""355""","=""1.51e+07""",B,"=""16.74852891""","=""19.222902151""","=""3s2.3p4.(3P).4s""","=""4P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""501.492""","=""0.002""","=""501.4932""","=""0.0004""","=""-0.0012""","=""19934.94""","=""1h""","=""""",,"=""23.63042494""","=""26.1020361""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""501.71626""","=""0.00001""","=""501.716264""","=""0.000008""","=""-0.000004""","=""19926.0268""","=""7413""","=""2.07e+07""",B,"=""18.656521057""","=""21.127033505""","=""3s2.3p4.(3P).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""501.76337""","=""0.00007""","=""501.763384""","=""0.000010""","=""-0.00001""","=""19924.156""","=""14""","=""1.1e+06""",B,"=""17.140027439""","=""19.61030789""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""502.4778""","=""0.0008""","=""502.47938""","=""0.00005""","=""-0.0016""","=""19895.83""","=""1""","=""""",,"=""21.42648951""","=""23.89325004""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""503.0700""","=""0.0008""","=""503.06820""","=""0.00010""","=""0.0018""","=""19872.41""","=""1h""","=""""",,"=""23.63042494""","=""26.0942982""","=""3s2.3p4.(3P).4d""","=""2P""","=""3/2""","=""3s2.3p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""503.2024""","=""""","=""""","=""19867.18""","=""""","=""8.2e+04""",E,"=""13.07571571""","=""15.538932""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,2,"=""503.440""","=""0.002""","=""503.440128""","=""0.000015""","=""-0.0001""","=""19857.80""","=""0.5""","=""""",,"=""22.94864813""","=""25.41070124""","=""3s2.3p4.(3P).4d""","=""4F""","=""9/2""","=""3s2.3p4.(3P<2>).5f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""503.777""","=""0.004""","=""503.777036""","=""0.000015""","="" 0.000""","=""19844.52""","=""0.5bl""","=""""",,"=""22.94864813""","=""25.40905473""","=""3s2.3p4.(3P).4d""","=""4F""","=""9/2""","=""3s2.3p4.(3P<2>).5f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""504.2416""","=""0.0008""","=""504.241985""","=""0.000010""","=""-0.0004""","=""19826.23""","=""1""","=""""",,"=""22.77287965""","=""25.231017595""","=""3s2.3p4.(3P).4d""","=""4D""","=""7/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""504.511""","=""0.004""","=""504.510468""","=""0.000010""","=""0.001""","=""19815.65""","=""0.5w,bl""","=""""",,"=""23.162238164""","=""25.61906799""","=""3s2.3p4.(3P).4d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<0>).5f""","=""2[3]*""","=""5/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""504.8811""","=""""","=""""","=""19801.121""","=""""","=""4.6e+05""",D,"=""12.90701530""","=""15.3620414""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""505.4176""","=""""","=""""","=""19780.104""","=""""","=""4.5e+05""",D,"=""12.90701530""","=""15.3594356""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""505.6529""","=""""","=""""","=""19770.901""","=""""","=""5.7e+05""",D,"=""12.90701530""","=""15.3582946""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).7s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""506.0079""","=""""","=""""","=""19757.028""","=""""","=""3.7e+05""",E,"=""13.07571571""","=""15.5252750""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""""",
Ar,2,"=""506.20370""","=""0.00001""","=""506.203703""","=""0.000011""","=""-0.000003""","=""19749.3872""","=""398""","=""2.23e+07""",B,"=""16.81247225""","=""19.261084163""","=""3s2.3p4.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4P*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,1,"=""""","=""""","=""507.0977""","=""""","=""""","=""19714.57""","=""""","=""2.6e+05""",E,"=""13.09487256""","=""15.539168""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""507.3076""","=""""","=""""","=""19706.414""","=""""","=""5.9e+04""",D,"=""12.90701530""","=""15.3502992""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""507.8033""","=""""","=""""","=""19687.177""","=""""","=""4.7e+04""",E,"=""13.07571571""","=""15.5166146""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""508.7084""","=""""","=""""","=""19652.15""","=""""","=""1.6e+05""",E,"=""13.09487256""","=""15.531429""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,2,"=""508.764""","=""0.002""","=""508.763614""","=""0.000011""","=""0.0004""","=""19650.00""","=""0.5""","=""""",,"=""23.11937815""","=""25.55566971""","=""3s2.3p4.(3P).4d""","=""4P""","=""3/2""","=""3s2.3p4.(3P<1>).5f""","=""2[2]*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""509.04948""","=""0.00003""","=""509.04949""","=""0.00003""","=""-0.00001""","=""19638.9819""","=""45""","=""""",,"=""21.36689104""","=""23.80181442""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1S).4p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""509.2174""","=""0.0008""","=""509.218711""","=""0.000023""","=""-0.0013""","=""19632.51""","=""1""","=""""",,"=""23.438088809""","=""25.87220304""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""4F""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""509.5845""","=""0.0008""","=""509.58581""","=""0.00005""","=""-0.0013""","=""19618.36""","=""2""","=""""",,"=""23.619908872""","=""26.05226965""","=""3s2.3p4.(3P).5p""","=""2P*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""509.6851""","=""0.0008""","=""509.68595""","=""0.00005""","=""-0.0008""","=""19614.49""","=""1""","=""""",,"=""23.620386781""","=""26.05226965""","=""3s2.3p4.(3P).5p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""510.045""","=""0.002""","=""510.044206""","=""0.000011""","=""0.0008""","=""19600.65""","=""0.5""","=""""",,"=""23.484470418""","=""25.91464514""","=""3s2.3p4.(3P).5p""","=""4D*""","=""7/2""","=""3s2.3p4.(3P).6d""","=""2F""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""""","=""""","=""510.4729""","=""""","=""""","=""19584.22""","=""""","=""8.7e+04""",E,"=""13.15314387""","=""15.581278""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""511.8202""","=""""","=""""","=""19532.667""","=""""","=""2.7e+05""",D+,"=""13.09487256""","=""15.5166146""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,2,"=""512.14804""","=""0.00005""","=""512.14805""","=""0.00006""","=""-0.00001""","=""19520.1651""","=""5""","=""""",,"=""23.87401512""","=""26.29420710""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<0>).6f""","=""2[3]*""","=""5/2""",,"=""""","=""L2634""",
Ar,2,"=""512.259""","=""0.002""","=""512.259683""","=""0.000008""","=""-0.0007""","=""19515.94""","=""0.5*""","=""""",,"=""22.683065435""","=""25.102730005""","=""3s2.3p4.(3P).5s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""512.259""","=""0.002""","=""512.260827""","=""0.000011""","=""-0.0018""","=""19515.94""","=""0.5*""","=""""",,"=""22.81135843""","=""25.231017595""","=""3s2.3p4.(3P).4d""","=""4D""","=""3/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""5/2""",,"=""""","=""L14821""",
Ar,2,"=""512.2972""","=""0.0008""","=""512.29809""","=""0.00003""","=""-0.0009""","=""19514.48""","=""2""","=""""",,"=""23.87401512""","=""26.29349829""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<0>).6f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""512.57663""","=""0.00007""","=""512.57660""","=""0.00004""","=""0.00003""","=""19503.844""","=""17""","=""""",,"=""21.42814610""","=""23.84631466""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1S).4p""","=""2P*""","=""1/2""",,"=""""","=""L11520""",
Ar,1,"=""""","=""""","=""512.7801""","=""""","=""""","=""19496.106""","=""""","=""3.3e+04""",D,"=""13.09487256""","=""15.5120816""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<1/2>).6d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""512.9083""","=""0.0008""","=""512.90918""","=""0.00004""","=""-0.0009""","=""19491.23""","=""2""","=""""",,"=""23.570177223""","=""25.98677781""","=""3s2.3p4.(3P).5p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).6d""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""513.1106""","=""0.0008""","=""513.109604""","=""0.000011""","=""0.0010""","=""19483.55""","=""1""","=""""",,"=""23.404027598""","=""25.81968425""","=""3s2.3p4.(3P).5p""","=""4P*""","=""5/2""","=""3s2.3p4.(3P).7s""","=""2P""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""513.2145""","=""0.0008""","=""513.214532""","=""0.000011""","="" 0.0000""","=""19479.60""","=""2""","=""""",,"=""23.01454553""","=""25.42970831""","=""3s2.3p4.(3P).4d""","=""4F""","=""7/2""","=""3s2.3p4.(3P<2>).5f""","=""2[5]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""514.17826""","=""0.00001""","=""514.178260""","=""0.000008""","=""0.000000""","=""19443.0912""","=""224""","=""8.1e+06""",A,"=""18.732439371""","=""21.143075448""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""7/2""",,"=""T926""","=""L11520""",
Ar,2,"=""514.53080""","=""0.00001""","=""514.530815""","=""0.000008""","=""-0.000015""","=""19429.7694""","=""162""","=""1.06e+07""",B,"=""17.140027439""","=""19.549011775""","=""3s2.3p4.(3P).4s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,1,"=""515.1391""","=""""","=""515.1391""","=""""","=""0.0000""","=""19406.83""","=""5""","=""2.39e+06""",C,"=""12.90701530""","=""15.3131553""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""L2634""",
Ar,1,"=""""","=""""","=""515.23031""","=""""","=""""","=""19403.3906""","=""""","=""1.1e+05""",D,"=""12.90701530""","=""15.31272913""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""515.28606""","=""0.00005""","=""515.28606""","=""0.00005""","=""0.00000""","=""19401.2915""","=""5""","=""""",,"=""23.58132422""","=""25.98677781""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).6d""","=""2P""","=""3/2""",,"=""""","=""L2634""",
Ar,2,"=""515.9505""","=""0.0008""","=""515.951240""","=""0.000006""","=""-0.0007""","=""19376.31""","=""1""","=""""",,"=""22.700377572""","=""25.102730005""","=""3s2.3p4.(3P).5s""","=""2P""","=""3/2""","=""3s2.3p4.(3P).6p""","=""4D*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""516.081""","=""0.004""","=""516.082641""","=""0.000011""","=""-0.002""","=""19371.41""","=""0bl""","=""""",,"=""23.01454553""","=""25.41628630""","=""3s2.3p4.(3P).4d""","=""4F""","=""7/2""","=""3s2.3p4.(3P<2>).5f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""516.2285""","=""""","=""516.22845""","=""""","=""0.0000""","=""19365.87""","=""15""","=""1.90e+06""",C,"=""12.90701530""","=""15.30807770""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T1218n""","=""L2634""",
Ar,2,"=""516.27467""","=""0.00009""","=""516.27463""","=""0.00005""","=""0.00004""","=""19364.141""","=""14""","=""""",,"=""21.492402391""","=""23.89325004""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""516.57727""","=""0.00002""","=""516.577292""","=""0.000022""","=""-0.00002""","=""19352.7976""","=""48""","=""""",,"=""19.867157038""","=""22.26659804""","=""3s2.3p4.(3P).4p""","=""2P*""","=""3/2""","=""3s2.3p4.(1S).3d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""517.5426""","=""0.0008""","=""517.541477""","=""0.000011""","=""0.0011""","=""19316.70""","=""2""","=""""",,"=""23.162238164""","=""25.55720904""","=""3s2.3p4.(3P).4d""","=""2F""","=""7/2""","=""3s2.3p4.(3P<1>).5f""","=""2[4]*""","=""9/2""",,"=""""","=""L14821""",
Ar,2,"=""517.62290""","=""0.00004""","=""517.622902""","=""0.000008""","="" 0.00000""","=""19313.7043""","=""26""","=""1.7e+06""",B,"=""18.732439371""","=""21.127033505""","=""3s2.3p4.(3P).3d""","=""2D""","=""5/2""","=""3s2.3p4.(1D).4p""","=""2F*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,1,"=""""","=""""","=""517.7536""","=""""","=""""","=""19308.83""","=""""","=""2.4e+05""",D,"=""13.07571571""","=""15.469706""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""T1218n""","=""""",
Ar,2,"=""517.924""","=""0.002""","=""517.926198""","=""0.000008""","=""-0.0022""","=""19302.48""","=""0h""","=""""",,"=""22.683065435""","=""25.076257320""","=""3s2.3p4.(3P).5s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).6p""","=""4P*""","=""3/2""",,"=""""","=""L14821""",
Ar,2,"=""518.309""","=""0.004""","=""518.308019""","=""0.000019""","=""0.001""","=""19288.14""","=""1bl,i""","=""""",,"=""23.438088809""","=""25.82951773""","=""3s2.3p4.(3P).5p""","=""4P*""","=""3/2""","=""3s2.3p4.(3P).7s""","=""4P""","=""1/2""",,"=""""","=""L14821""",
Ar,1,"=""518.7746""","=""""","=""518.77464""","=""""","="" 0.0000""","=""19270.83""","=""20""","=""1.38e+06""",C,"=""12.90701530""","=""15.29629325""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[1/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""T1218n,T1164n""","=""L2634""",
Ar,2,"=""519.13656""","=""0.00009""","=""519.136565""","=""0.000024""","=""-0.00001""","=""19257.392""","=""10""","=""""",,"=""23.48728630""","=""25.87489852""","=""3s2.3p4.(3P).5p""","=""4P*""","=""1/2""","=""3s2.3p4.(3P).6d""","=""4P""","=""3/2""",,"=""""","=""L11520""",
Ar,3,"=""519.182""","=""0.010""","=""519.182""","=""0.011""","="" 0.000""","=""19255.7""","=""""","=""3.10e+00""",C,"=""1.737019""","=""4.12442""","=""3s2.3p4""","=""1D""","=""2""","=""3s2.3p4""","=""1S""","=""0""",E2,"=""T761""","=""L3452""",
Ar,1,"=""""","=""""","=""519.2733""","=""""","=""""","=""19252.321""","=""""","=""1.2e+04""",D,"=""13.07571571""","=""15.4626994""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""T1218n""","=""""",
Ar,1,"=""""","=""""","=""519.4052""","=""""","=""""","=""19247.43""","=""""","=""7.8e+05""",D,"=""13.15314387""","=""15.539521""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[3/2]""","=""1""","=""3s2.3p5.(2P*<1/2>).8s""","=""2[1/2]*""","=""0""",,"=""T1218n""","=""""",
Ar,2,"=""520.2193""","=""0.0002""","=""520.21929""","=""0.00003""","=""0.00001""","=""19217.311""","=""5""","=""""",,"=""23.58132422""","=""25.96396722""","=""3s2.3p4.(3P).5p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).6d""","=""2D""","=""3/2""",,"=""""","=""L11520""",
Ar,2,"=""520.44432""","=""0.00005""","=""520.444333""","=""0.000016""","=""-0.00001""","=""19209.0026""","=""7""","=""""",,"=""21.492402391""","=""23.87401512""","=""3s2.3p4.(1D).4p""","=""2D*""","=""3/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L2634""",
Ar,1,"=""""","=""""","=""521.0486""","=""""","=""""","=""19186.725""","=""""","=""1.1e+05""",D,"=""13.07571571""","=""15.4545665""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""T1164n""","=""""",
Ar,1,"=""""","=""""","=""521.4774""","=""""","=""""","=""19170.95""","=""""","=""2.1e+05""",D,"=""13.09487256""","=""15.471767""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,2,"=""521.511""","=""0.002""","=""521.509472""","=""0.000011""","=""0.0015""","=""19169.71""","=""0.5""","=""1.6e+04""",E,"=""17.265833524""","=""19.64258207""","=""3s2.3p4.(3P).4s""","=""2P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""",,"=""T997n""","=""L14821""",
Ar,1,"=""""","=""""","=""521.6300""","=""""","=""""","=""19165.34""","=""""","=""1.3e+05""",D,"=""13.09487256""","=""15.471072""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""2""","=""3s2.3p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""T1164n""","=""""",
Ar,2,"=""521.68140""","=""0.00005""","=""521.681402""","=""0.000017""","="" 0.00000""","=""19163.4522""","=""28""","=""""",,"=""21.498049871""","=""23.87401512""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""","=""3s2.3p4.(3P).4d""","=""2D""","=""5/2""",,"=""""","=""L11520""",
Ar,2,"=""521.9589""","=""0.0008""","=""521.959514""","=""0.000017""","=""-0.0006""","=""19153.26""","=""1""","=""""",,"=""22.83687165""","=""25.211570947""","=""3s2.3p4.(3P).4d""","=""4D""","=""1/2""","=""3s2.3p4.(3P).6p""","=""2D*""","=""3/2""",,"=""""","=""L14821""",
Ar,1,"=""522.1271""","=""""","=""522.1270""","=""""","=""0.0001""","=""19147.09""","=""7""","=""8.8e+05""",D,"=""13.07571571""","=""15.4496531""","=""3s2.3p5.(2P*<3/2>).4p""","=""2[5/2]""","=""3""","=""3s2.3p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",,"=""T1164n""","=""L2634""",
Ar,2,"=""522.1864""","=""0.0002""","=""522.18622""","=""0.00004""","=""0.00018""","=""19144.920""","=""6""","=""""",,"=""21.42814610""","=""23.80181442""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(1S).4p""","=""2P*""","=""3/2""",,"=""""","=""L11520""",
